organism,module,blimmp_mean_confidence,mpp_mean_prediction,mpp_group,category
MIT9313,M00763,0.001,0.0,absent,neither
MIT9313,M00769,0.005,0.0,absent,neither
MIT9313,M00774,0.0,0.0,absent,neither
MIT9313,M00777,0.0,0.0,absent,neither
MIT9313,M00778,0.0030000000000000005,0.0,absent,neither
MIT9313,M00779,0.0,0.0,absent,neither
MIT9313,M00780,0.0,0.0,absent,neither
MIT9313,M00781,0.0,0.0,absent,neither
MIT9313,M00783,0.0,0.0,absent,neither
MIT9313,M00787,0.0,0.0,absent,neither
MIT9313,M00790,0.0,0.0,absent,neither
MIT9313,M00793,0.9700000000000001,1.0,present,both
MIT9313,M00794,0.0,0.0,absent,neither
MIT9313,M00795,0.0,0.0,absent,neither
MIT9313,M00796,0.0,0.0,absent,neither
MIT9313,M00797,0.0,0.0,absent,neither
MIT9313,M00798,0.0,0.0,absent,neither
MIT9313,M00799,0.0,0.0,absent,neither
MIT9313,M00800,0.0,0.0,absent,neither
MIT9313,M00802,0.0,0.0,absent,neither
MIT9313,M00804,0.01,0.0,absent,neither
MIT9313,M00805,0.0,0.0,absent,neither
MIT9313,M00808,0.019,0.0,absent,neither
MIT9313,M00810,0.03,0.0,absent,neither
MIT9313,M00811,0.0,0.0,absent,neither
MIT9313,M00814,0.0,0.0,absent,neither
MIT9313,M00815,0.0,0.0,absent,neither
MIT9313,M00819,0.002,0.0,absent,neither
MIT9313,M00823,0.0,0.0,absent,neither
MIT9313,M00824,0.0,0.0,absent,neither
MIT9313,M00826,0.0,0.0,absent,neither
MIT9313,M00827,0.0,0.0,absent,neither
MIT9313,M00828,0.0,0.0,absent,neither
MIT9313,M00829,0.0,0.0,absent,neither
MIT9313,M00830,0.0,0.0,absent,neither
MIT9313,M00833,0.0,0.0,absent,neither
MIT9313,M00834,0.0,0.0,absent,neither
MIT9313,M00835,0.0,0.0,absent,neither
MIT9313,M00836,0.0,0.0,absent,neither
MIT9313,M00837,0.0,0.0,absent,neither
MIT9313,M00838,0.0,0.0,absent,neither
MIT9313,M00840,0.281,0.0,absent,neither
MIT9313,M00843,0.48100000000000004,0.0,absent,neither
MIT9313,M00844,0.988,1.0,present,both
MIT9313,M00845,0.608,0.0,absent,blimmp_only
MIT9313,M00846,0.903,0.0,absent,blimmp_only
MIT9313,M00847,0.0030000000000000005,0.0,absent,neither
MIT9313,M00849,0.001,0.0,absent,neither
MIT9313,M00850,0.0,0.0,absent,neither
MIT9313,M00851,0.904,0.0,absent,blimmp_only
MIT9313,M00852,0.0,0.0,absent,neither
MIT9313,M00853,0.03,0.0,absent,neither
MIT9313,M00854,0.964,1.0,present,both
MIT9313,M00855,0.55,0.0,absent,neither
MIT9313,M00856,0.0,0.0,absent,neither
MIT9313,M00857,0.0,0.0,absent,neither
MIT9313,M00859,0.0,0.0,absent,neither
MIT9313,M00860,0.0,0.0,absent,neither
MIT9313,M00866,0.423,0.0,absent,neither
MIT9313,M00867,0.0,0.0,absent,neither
MIT9313,M00868,0.774,0.0,absent,blimmp_only
MIT9313,M00875,0.0,0.0,absent,neither
MIT9313,M00876,0.0030000000000000005,0.0,absent,neither
MIT9313,M00877,0.0,0.0,absent,neither
MIT9313,M00878,0.0,0.0,absent,neither
MIT9313,M00879,0.0,0.0,absent,neither
MIT9313,M00880,0.031,0.6666666666666666,present,tool_only
MIT9313,M00881,0.967,0.6666666666666666,present,both
MIT9313,M00883,0.49300000000000005,0.0,absent,neither
MIT9313,M00885,0.952,0.0,absent,blimmp_only
MIT9313,M00886,0.952,0.0,absent,blimmp_only
MIT9313,M00887,0.02,0.0,absent,neither
MIT9313,M00888,0.29,0.0,absent,neither
MIT9313,M00889,0.0,0.0,absent,neither
MIT9313,M00890,0.001,0.0,absent,neither
MIT9313,M00895,0.367,0.0,absent,neither
MIT9313,M00896,0.899,0.0,absent,blimmp_only
MIT9313,M00899,0.426,0.0,absent,neither
MIT9313,M00904,0.0,0.0,absent,neither
MIT9313,M00905,0.0,0.0,absent,neither
MIT9313,M00906,0.01,0.0,absent,neither
MIT9313,M00909,0.993,1.0,present,both
MIT9313,M00912,0.06,0.0,absent,neither
MIT9313,M00914,0.023000000000000003,0.0,absent,neither
MIT9313,M00915,0.0,0.0,absent,neither
MIT9313,M00916,0.014,0.0,absent,neither
MIT9313,M00918,0.0,0.0,absent,neither
MIT9313,M00919,0.0,0.0,absent,neither
MIT9313,M00921,0.03,0.0,absent,neither
MIT9313,M00922,0.0,0.0,absent,neither
MIT9313,M00923,0.10000000000000002,0.0,absent,neither
MIT9313,M00924,0.9700000000000001,0.0,absent,blimmp_only
MIT9313,M00925,0.635,0.0,absent,blimmp_only
MIT9313,M00926,0.8290000000000001,0.0,absent,blimmp_only
MIT9313,M00930,0.026,0.0,absent,neither
MIT9313,M00931,0.011000000000000001,0.0,absent,neither
MIT9313,M00932,0.941,0.0,absent,blimmp_only
MIT9313,M00935,0.0,0.0,absent,neither
MIT9313,M00938,0.7280000000000001,0.0,absent,blimmp_only
MIT9313,M00939,0.024000000000000004,0.0,absent,neither
MIT9313,M00947,0.001,0.0,absent,neither
MIT9313,M00948,0.001,0.0,absent,neither
MIT9313,M00949,0.0,0.0,absent,neither
MIT9313,M00950,0.658,0.0,absent,blimmp_only
MIT9313,M00956,0.0,0.0,absent,neither
MIT9313,M00957,0.001,0.0,absent,neither
MIT9313,M00958,0.518,0.0,absent,neither
MIT9313,M00959,0.286,0.0,absent,neither
MIT9313,M00960,0.0,0.0,absent,neither
MIT9313,M00966,0.0,0.0,absent,neither
MIT9313,M00967,0.0,0.0,absent,neither
MIT9313,M00968,0.09400000000000001,0.0,absent,neither
MIT9313,M00970,0.134,0.0,absent,neither
MIT9313,M00972,0.117,0.0,absent,neither
MIT9313,M00973,0.004,0.0,absent,neither
MIT9313,M00975,0.281,0.0,absent,neither
MIT9313,M00978,0.855,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00001,0.997,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00002,0.999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00003,0.9979999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00004,0.9940000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00005,1.0,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00006,0.971,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00007,0.9979999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00008,0.9780000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00009,0.9940000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00010,0.9540000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00011,0.985,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00012,0.8000000000000002,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00015,0.9780000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00016,0.999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00017,0.995,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00018,0.9979999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00019,0.996,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00020,0.971,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00021,0.9739999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00022,0.993,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00023,0.9700000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00024,0.9380000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00025,0.9369999999999999,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00026,0.876,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00027,0.49300000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00028,0.9899999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00031,0.045000000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00033,0.361,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00034,0.68,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00035,0.973,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00036,0.975,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00038,0.262,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00040,0.939,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00043,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00044,0.971,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00045,0.977,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00046,0.943,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00048,1.0,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00049,0.999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00050,0.999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00051,0.506,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00052,0.988,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00053,0.9620000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00060,0.947,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00061,0.143,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00063,0.981,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00064,0.775,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00082,0.96,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00083,0.9819999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00086,0.96,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00087,0.951,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00088,0.904,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00091,0.03,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00093,0.976,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00095,0.02,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00096,0.959,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00097,0.417,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00098,0.924,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00112,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00115,0.989,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00116,0.01,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00117,0.988,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00118,0.949,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00119,0.9460000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00120,0.993,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00121,0.999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00122,0.951,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00123,0.956,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00124,0.977,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00125,0.948,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00126,0.9940000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00127,0.908,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00133,0.928,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00134,0.332,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00135,0.935,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00136,0.619,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00140,0.573,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00144,0.914,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00145,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00149,0.936,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00150,0.004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00151,0.947,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00153,0.024000000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00155,0.931,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00156,0.923,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00157,0.941,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00159,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00161,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00162,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00163,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00165,0.864,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00166,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00167,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00168,0.38400000000000006,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00169,0.36400000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00173,0.289,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00174,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00175,0.002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00176,0.948,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00307,0.96,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00308,0.672,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00309,0.09400000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00338,0.924,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00345,0.827,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00346,0.262,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00356,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00357,0.01,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00358,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00363,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00364,0.36999999999999994,1.0,present,tool_only
Pseudomonas_fluorescens_SBW25,M00365,0.014,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00373,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00374,0.129,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00375,0.008,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00376,0.006000000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00377,0.017,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00378,0.0030000000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00416,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00417,0.927,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00418,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00419,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00422,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00432,0.987,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00433,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00525,0.47300000000000003,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00526,0.906,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00527,0.9289999999999999,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00528,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00529,0.036,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00530,0.328,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00531,0.284,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00533,0.955,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00534,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00535,0.48699999999999993,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00537,0.09500000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00538,0.09500000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00539,0.017,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00540,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00541,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00542,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00543,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00544,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00545,0.041,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00546,0.747,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00547,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00548,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00549,0.9700000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00550,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00551,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00552,0.9700000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00554,0.043000000000000003,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00555,0.9209999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00563,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00564,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00565,0.886,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00567,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00568,0.956,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00569,0.013,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00570,0.997,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00572,0.872,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00573,0.707,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00574,0.03,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00575,0.09100000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00576,0.29,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00577,0.7520000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00579,0.682,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00580,0.923,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00595,0.002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00596,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00597,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00598,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00608,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00609,0.104,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00611,0.009,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00612,0.009,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00613,0.008,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00614,0.008,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00615,0.35200000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00616,0.963,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00617,0.02,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00618,0.09700000000000002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00620,0.083,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00621,0.979,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00622,0.971,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00623,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00624,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00625,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00627,0.009,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00631,0.117,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00632,0.391,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00633,0.03,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00636,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00637,0.9049999999999999,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00638,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00639,0.298,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00641,0.919,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00642,0.923,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00643,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00649,0.49499999999999994,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00651,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00652,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00660,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00664,0.19299999999999998,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00673,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00674,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00675,0.62,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00696,0.002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00697,0.29,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00698,0.302,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00700,0.299,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00702,0.92,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00704,0.294,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00705,0.92,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00714,0.29,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00718,0.29,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00725,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00726,0.09400000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00730,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00736,0.013,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00740,0.0030000000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00741,0.017,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00744,0.48100000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00745,0.922,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00746,0.09400000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00761,0.722,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00763,0.045000000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00769,0.48100000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00774,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00777,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00778,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00779,0.031,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00780,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00781,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00783,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00787,0.211,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00790,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00793,0.9700000000000001,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00794,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00795,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00796,0.09400000000000001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00797,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00798,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00799,0.01,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00800,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00802,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00804,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00805,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00808,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00810,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00811,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00814,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00815,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00819,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00823,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00824,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00826,0.19800000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00827,0.075,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00828,0.075,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00829,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00830,0.029,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00833,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00834,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00835,0.001,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00836,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00837,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00838,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00840,0.447,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00843,0.48100000000000004,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00844,0.988,1.0,present,both
Pseudomonas_fluorescens_SBW25,M00845,0.8329999999999999,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00846,0.9940000000000001,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00847,0.0030000000000000005,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00849,0.043000000000000003,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00850,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00851,0.904,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00852,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00853,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00854,0.741,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00855,0.952,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00856,0.031,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00857,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00859,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00860,0.002,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00866,0.949,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00867,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00868,0.774,0.0,absent,blimmp_only
Pseudomonas_fluorescens_SBW25,M00875,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00876,0.0,0.0,absent,neither
Pseudomonas_fluorescens_SBW25,M00877,0.0,0.0,absent,neither
