sample	species_sylph	species_miniphy	filename_in_tar_xz	tar_xz	tar_xz_url	tar_xz_md5	tar_xz_size_MB
SAMN17708014	Bradyrhizobium diazoefficiens_A	bradyrhizobium_diazoefficiensa	atb.assembly.r0.2.batch.100/SAMN17708014.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707943	Bradyrhizobium diazoefficiens_A	bradyrhizobium_diazoefficiensa	atb.assembly.r0.2.batch.100/SAMN17707943.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708017	Bradyrhizobium diazoefficiens_A	bradyrhizobium_diazoefficiensa	atb.assembly.r0.2.batch.100/SAMN17708017.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707934	Bradyrhizobium diazoefficiens_B	bradyrhizobium_diazoefficiensb	atb.assembly.r0.2.batch.100/SAMN17707934.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707988	Bradyrhizobium diazoefficiens_B	bradyrhizobium_diazoefficiensb	atb.assembly.r0.2.batch.100/SAMN17707988.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707954	Bradyrhizobium diazoefficiens_G	bradyrhizobium_diazoefficiensg	atb.assembly.r0.2.batch.100/SAMN17707954.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00079865	Bradyrhizobium elkanii	bradyrhizobium_elkanii	atb.assembly.r0.2.batch.100/SAMD00079865.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707994	Bradyrhizobium elkanii	bradyrhizobium_elkanii	atb.assembly.r0.2.batch.100/SAMN17707994.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02584917	Bradyrhizobium elkanii	bradyrhizobium_elkanii	atb.assembly.r0.2.batch.100/SAMN02584917.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441450	Bradyrhizobium elkanii_A	bradyrhizobium_elkaniia	atb.assembly.r0.2.batch.100/SAMN02441450.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954666	Bradyrhizobium erythrophlei_D	bradyrhizobium_erythrophleid	atb.assembly.r0.2.batch.100/SAMEA103954666.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954653	Bradyrhizobium erythrophlei_D	bradyrhizobium_erythrophleid	atb.assembly.r0.2.batch.100/SAMEA103954653.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954661	Bradyrhizobium erythrophlei_D	bradyrhizobium_erythrophleid	atb.assembly.r0.2.batch.100/SAMEA103954661.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954656	Bradyrhizobium erythrophlei_D	bradyrhizobium_erythrophleid	atb.assembly.r0.2.batch.100/SAMEA103954656.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954645	Bradyrhizobium erythrophlei_D	bradyrhizobium_erythrophleid	atb.assembly.r0.2.batch.100/SAMEA103954645.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN12616695	Bradyrhizobium hipponense	bradyrhizobium_hipponense	atb.assembly.r0.2.batch.100/SAMN12616695.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441026	Bradyrhizobium huanghuaihaiense	bradyrhizobium_huanghuaihaiense	atb.assembly.r0.2.batch.100/SAMN02441026.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02927902	Bradyrhizobium huanghuaihaiense	bradyrhizobium_huanghuaihaiense	atb.assembly.r0.2.batch.100/SAMN02927902.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707999	Bradyrhizobium iriomotense_A	bradyrhizobium_iriomotensea	atb.assembly.r0.2.batch.100/SAMN17707999.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707925	Bradyrhizobium iriomotense_B	bradyrhizobium_iriomotenseb	atb.assembly.r0.2.batch.100/SAMN17707925.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA5315725	Bradyrhizobium ivorense	bradyrhizobium_ivorense	atb.assembly.r0.2.batch.100/SAMEA5315725.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA5315726	Bradyrhizobium ivorense	bradyrhizobium_ivorense	atb.assembly.r0.2.batch.100/SAMEA5315726.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00179684	Bradyrhizobium japonicum	bradyrhizobium_japonicum	atb.assembly.r0.2.batch.100/SAMD00179684.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00079858	Bradyrhizobium japonicum	bradyrhizobium_japonicum	atb.assembly.r0.2.batch.100/SAMD00079858.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02440784	Bradyrhizobium japonicum	bradyrhizobium_japonicum	atb.assembly.r0.2.batch.100/SAMN02440784.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN25867783	Bradyrhizobium japonicum	bradyrhizobium_japonicum	atb.assembly.r0.2.batch.100/SAMN25867783.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708011	Bradyrhizobium japonicum	bradyrhizobium_japonicum	atb.assembly.r0.2.batch.100/SAMN17708011.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02199382	Bradyrhizobium japonicum_C	bradyrhizobium_japonicumc	atb.assembly.r0.2.batch.100/SAMN02199382.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA3642950	Bradyrhizobium japonicum_C	bradyrhizobium_japonicumc	atb.assembly.r0.2.batch.100/SAMEA3642950.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02199383	Bradyrhizobium japonicum_C	bradyrhizobium_japonicumc	atb.assembly.r0.2.batch.100/SAMN02199383.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA9963719	Bradyrhizobium japonicum_C	bradyrhizobium_japonicumc	atb.assembly.r0.2.batch.100/SAMEA9963719.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00006244	Bradyrhizobium japonicum_D	bradyrhizobium_japonicumd	atb.assembly.r0.2.batch.100/SAMD00006244.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00006246	Bradyrhizobium japonicum_D	bradyrhizobium_japonicumd	atb.assembly.r0.2.batch.100/SAMD00006246.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN05443093	Bradyrhizobium japonicum_D	bradyrhizobium_japonicumd	atb.assembly.r0.2.batch.100/SAMN05443093.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441452	Bradyrhizobium japonicum_D	bradyrhizobium_japonicumd	atb.assembly.r0.2.batch.100/SAMN02441452.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707970	Bradyrhizobium japonicum_F	bradyrhizobium_japonicumf	atb.assembly.r0.2.batch.100/SAMN17707970.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707959	Bradyrhizobium japonicum_G	bradyrhizobium_japonicumg	atb.assembly.r0.2.batch.100/SAMN17707959.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707958	Bradyrhizobium japonicum_H	bradyrhizobium_japonicumh	atb.assembly.r0.2.batch.100/SAMN17707958.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707938	Bradyrhizobium jicamae_A	bradyrhizobium_jicamaea	atb.assembly.r0.2.batch.100/SAMN17707938.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707995	Bradyrhizobium jicamae_A	bradyrhizobium_jicamaea	atb.assembly.r0.2.batch.100/SAMN17707995.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707927	Bradyrhizobium jicamae_B	bradyrhizobium_jicamaeb	atb.assembly.r0.2.batch.100/SAMN17707927.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708009	Bradyrhizobium lablabi_D	bradyrhizobium_lablabid	atb.assembly.r0.2.batch.100/SAMN17708009.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707965	Bradyrhizobium liaoningense_A	bradyrhizobium_liaoningensea	atb.assembly.r0.2.batch.100/SAMN17707965.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707989	Bradyrhizobium liaoningense_B	bradyrhizobium_liaoningenseb	atb.assembly.r0.2.batch.100/SAMN17707989.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708015	Bradyrhizobium liaoningense_C	bradyrhizobium_liaoningensec	atb.assembly.r0.2.batch.100/SAMN17708015.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN11532068	Bradyrhizobium macuxiense_A	bradyrhizobium_macuxiensea	atb.assembly.r0.2.batch.100/SAMN11532068.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708000	Bradyrhizobium manausense_A	bradyrhizobium_manausensea	atb.assembly.r0.2.batch.100/SAMN17708000.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707990	Bradyrhizobium manausense_A	bradyrhizobium_manausensea	atb.assembly.r0.2.batch.100/SAMN17707990.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707928	Bradyrhizobium manausense_A	bradyrhizobium_manausensea	atb.assembly.r0.2.batch.100/SAMN17707928.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17708012	Bradyrhizobium manausense_B	bradyrhizobium_manausenseb	atb.assembly.r0.2.batch.100/SAMN17708012.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707985	Bradyrhizobium manausense_C	bradyrhizobium_manausensec	atb.assembly.r0.2.batch.100/SAMN17707985.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707942	Bradyrhizobium manausense_D	bradyrhizobium_manausensed	atb.assembly.r0.2.batch.100/SAMN17707942.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441128	Bradyrhizobium murdochi	bradyrhizobium_murdochi	atb.assembly.r0.2.batch.100/SAMN02441128.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02199395	Bradyrhizobium neotropicale	bradyrhizobium_neotropicale	atb.assembly.r0.2.batch.100/SAMN02199395.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02440783	Bradyrhizobium niftali	bradyrhizobium_niftali	atb.assembly.r0.2.batch.100/SAMN02440783.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN04487925	Bradyrhizobium niftali	bradyrhizobium_niftali	atb.assembly.r0.2.batch.100/SAMN04487925.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00179680	Bradyrhizobium ottawaense	bradyrhizobium_ottawaense	atb.assembly.r0.2.batch.100/SAMD00179680.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00179675	Bradyrhizobium ottawaense	bradyrhizobium_ottawaense	atb.assembly.r0.2.batch.100/SAMD00179675.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707980	Bradyrhizobium ottawaense	bradyrhizobium_ottawaense	atb.assembly.r0.2.batch.100/SAMN17707980.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707930	Bradyrhizobium ottawaense	bradyrhizobium_ottawaense	atb.assembly.r0.2.batch.100/SAMN17707930.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMD00179676	Bradyrhizobium ottawaense	bradyrhizobium_ottawaense	atb.assembly.r0.2.batch.100/SAMD00179676.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441448	Bradyrhizobium pachyrhizi	bradyrhizobium_pachyrhizi	atb.assembly.r0.2.batch.100/SAMN02441448.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN28667588	Bradyrhizobium pachyrhizi	bradyrhizobium_pachyrhizi	atb.assembly.r0.2.batch.100/SAMN28667588.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN05216337	Bradyrhizobium pachyrhizi	bradyrhizobium_pachyrhizi	atb.assembly.r0.2.batch.100/SAMN05216337.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN11532638	Bradyrhizobium sacchari	bradyrhizobium_sacchari	atb.assembly.r0.2.batch.100/SAMN11532638.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN11532645	Bradyrhizobium sacchari	bradyrhizobium_sacchari	atb.assembly.r0.2.batch.100/SAMN11532645.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02199396	Bradyrhizobium septentrionale	bradyrhizobium_septentrionale	atb.assembly.r0.2.batch.100/SAMN02199396.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN14174716	Bradyrhizobium septentrionale	bradyrhizobium_septentrionale	atb.assembly.r0.2.batch.100/SAMN14174716.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN04487809	Bradyrhizobium shewense	bradyrhizobium_shewense	atb.assembly.r0.2.batch.100/SAMN04487809.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN15043044	Bradyrhizobium sp000026145	bradyrhizobium_sp000026145	atb.assembly.r0.2.batch.100/SAMN15043044.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA3646868	Bradyrhizobium sp000244915	bradyrhizobium_sp000244915	atb.assembly.r0.2.batch.100/SAMEA3646868.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02261395	Bradyrhizobium sp000244915	bradyrhizobium_sp000244915	atb.assembly.r0.2.batch.100/SAMN02261395.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN00839655	Bradyrhizobium sp000282615	bradyrhizobium_sp000282615	atb.assembly.r0.2.batch.100/SAMN00839655.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02199392	Bradyrhizobium sp000426245	bradyrhizobium_sp000426245	atb.assembly.r0.2.batch.100/SAMN02199392.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441123	Bradyrhizobium sp000472385	bradyrhizobium_sp000472385	atb.assembly.r0.2.batch.100/SAMN02441123.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02440785	Bradyrhizobium sp000472425	bradyrhizobium_sp000472425	atb.assembly.r0.2.batch.100/SAMN02440785.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441127	Bradyrhizobium sp000472925	bradyrhizobium_sp000472925	atb.assembly.r0.2.batch.100/SAMN02441127.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN28667584	Bradyrhizobium sp000472925	bradyrhizobium_sp000472925	atb.assembly.r0.2.batch.100/SAMN28667584.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02440715	Bradyrhizobium sp000473045	bradyrhizobium_sp000473045	atb.assembly.r0.2.batch.100/SAMN02440715.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02441116	Bradyrhizobium sp000473065	bradyrhizobium_sp000473065	atb.assembly.r0.2.batch.100/SAMN02441116.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN02597277	Bradyrhizobium sp000515415	bradyrhizobium_sp000515415	atb.assembly.r0.2.batch.100/SAMN02597277.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954611	Bradyrhizobium sp000938255	bradyrhizobium_sp000938255	atb.assembly.r0.2.batch.100/SAMEA103954611.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954612	Bradyrhizobium sp000938255	bradyrhizobium_sp000938255	atb.assembly.r0.2.batch.100/SAMEA103954612.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954613	Bradyrhizobium sp000938305	bradyrhizobium_sp000938305	atb.assembly.r0.2.batch.100/SAMEA103954613.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN07640752	Bradyrhizobium sp001590795	bradyrhizobium_sp001590795	atb.assembly.r0.2.batch.100/SAMN07640752.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN03219996	Bradyrhizobium sp002831585	bradyrhizobium_sp002831585	atb.assembly.r0.2.batch.100/SAMN03219996.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN28409047	Bradyrhizobium sp002831585	bradyrhizobium_sp002831585	atb.assembly.r0.2.batch.100/SAMN28409047.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707946	Bradyrhizobium sp003020075	bradyrhizobium_sp003020075	atb.assembly.r0.2.batch.100/SAMN17707946.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN34073859	Bradyrhizobium sp003020075	bradyrhizobium_sp003020075	atb.assembly.r0.2.batch.100/SAMN34073859.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707979	Bradyrhizobium sp003020075	bradyrhizobium_sp003020075	atb.assembly.r0.2.batch.100/SAMN17707979.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN17707968	Bradyrhizobium sp003020075	bradyrhizobium_sp003020075	atb.assembly.r0.2.batch.100/SAMN17707968.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN07659819	Bradyrhizobium sp003020075	bradyrhizobium_sp003020075	atb.assembly.r0.2.batch.100/SAMN07659819.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN05216338	Bradyrhizobium sp004212635	bradyrhizobium_sp004212635	atb.assembly.r0.2.batch.100/SAMN05216338.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN12611925	Bradyrhizobium sp005937885	bradyrhizobium_sp005937885	atb.assembly.r0.2.batch.100/SAMN12611925.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN12611926	Bradyrhizobium sp005937885	bradyrhizobium_sp005937885	atb.assembly.r0.2.batch.100/SAMN12611926.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN12611928	Bradyrhizobium sp005937885	bradyrhizobium_sp005937885	atb.assembly.r0.2.batch.100/SAMN12611928.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN11620955	Bradyrhizobium sp005937885	bradyrhizobium_sp005937885	atb.assembly.r0.2.batch.100/SAMN11620955.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMN12611927	Bradyrhizobium sp005937885	bradyrhizobium_sp005937885	atb.assembly.r0.2.batch.100/SAMN12611927.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
SAMEA103954622	Bradyrhizobium sp009766005	bradyrhizobium_sp009766005	atb.assembly.r0.2.batch.100/SAMEA103954622.fa	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/66715d3d77ff4c5f4ae04f61/	dc59cfc837642011134121abae349d80	246.36
