sample	species_sylph	species_miniphy	filename_in_tar_xz	tar_xz	tar_xz_url	tar_xz_md5	tar_xz_size_MB
SAMEA104428375	Muribaculum intestinale	muribaculum_intestinale	atb.assembly.r0.2.batch.122/SAMEA104428375.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN11366403	Muribaculum sp002473395	muribaculum_sp002473395	atb.assembly.r0.2.batch.122/SAMN11366403.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA80360668	Muribaculum sp002473395	muribaculum_sp002473395	atb.assembly.r0.2.batch.122/SAMEA80360668.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA43985668	Muribaculum sp002473395	muribaculum_sp002473395	atb.assembly.r0.2.batch.122/SAMEA43985668.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN12361243	Muricauda aequoris	muricauda_aequoris	atb.assembly.r0.2.batch.122/SAMN12361243.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04488116	Muricauda flava	muricauda_flava	atb.assembly.r0.2.batch.122/SAMN04488116.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN12361242	Muricauda maritima	muricauda_maritima	atb.assembly.r0.2.batch.122/SAMN12361242.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07621739	Muricauda pacifica	muricauda_pacifica	atb.assembly.r0.2.batch.122/SAMN07621739.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN06265377	Muricauda parva	muricauda_parva	atb.assembly.r0.2.batch.122/SAMN06265377.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN02232041	Muricauda ruestringensis	muricauda_ruestringensis	atb.assembly.r0.2.batch.122/SAMN02232041.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN08776694	Muricauda sp017795045	muricauda_sp017795045	atb.assembly.r0.2.batch.122/SAMN08776694.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04487891	Muricauda taeanensis	muricauda_taeanensis	atb.assembly.r0.2.batch.122/SAMN04487891.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05216293	Muricauda taeanensis	muricauda_taeanensis	atb.assembly.r0.2.batch.122/SAMN05216293.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04487892	Muricauda zhangzhouensis	muricauda_zhangzhouensis	atb.assembly.r0.2.batch.122/SAMN04487892.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05216294	Muricauda zhangzhouensis	muricauda_zhangzhouensis	atb.assembly.r0.2.batch.122/SAMN05216294.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN11849082	Muricomes contortus_B	muricomes_contortusb	atb.assembly.r0.2.batch.122/SAMN11849082.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN14593845	Muricomes contortus_B	muricomes_contortusb	atb.assembly.r0.2.batch.122/SAMN14593845.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA3545342	Muricomes contortus_B	muricomes_contortusb	atb.assembly.r0.2.batch.122/SAMEA3545342.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA2393039	Muricomes fissicatena_A	muricomes_fissicatenaa	atb.assembly.r0.2.batch.122/SAMEA2393039.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA3725511	Muricomes intestini	muricomes_intestini	atb.assembly.r0.2.batch.122/SAMEA3725511.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA5562729	Muricomes oroticus	muricomes_oroticus	atb.assembly.r0.2.batch.122/SAMEA5562729.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05216536	Muricomes oroticus	muricomes_oroticus	atb.assembly.r0.2.batch.122/SAMN05216536.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN14593844	Muricomes sp000509105	muricomes_sp000509105	atb.assembly.r0.2.batch.122/SAMN14593844.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA2393038	Muricomes sp000509105	muricomes_sp000509105	atb.assembly.r0.2.batch.122/SAMEA2393038.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA30027418	Muricomes sp000509105	muricomes_sp000509105	atb.assembly.r0.2.batch.122/SAMEA30027418.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00389879	Muricomes sp000509105	muricomes_sp000509105	atb.assembly.r0.2.batch.122/SAMD00389879.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA30106168	Muricomes sp000509105	muricomes_sp000509105	atb.assembly.r0.2.batch.122/SAMEA30106168.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN06265375	Muriicola jejuensis	muriicola_jejuensis	atb.assembly.r0.2.batch.122/SAMN06265375.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05661107	Muriiphilus sp900177545	muriiphilus_sp900177545	atb.assembly.r0.2.batch.122/SAMN05661107.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA104428602	Murimonas intestini	murimonas_intestini	atb.assembly.r0.2.batch.122/SAMEA104428602.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN08769566	Murimonas intestini	murimonas_intestini	atb.assembly.r0.2.batch.122/SAMN08769566.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA3725525	Murimonas intestini	murimonas_intestini	atb.assembly.r0.2.batch.122/SAMEA3725525.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07621480	Murinocardiopsis flavida	murinocardiopsis_flavida	atb.assembly.r0.2.batch.122/SAMN07621480.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN08685247	Mycetocola saprophilus	mycetocola_saprophilus	atb.assembly.r0.2.batch.122/SAMN08685247.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN09932540	Mycetocola saprophilus	mycetocola_saprophilus	atb.assembly.r0.2.batch.122/SAMN09932540.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05216219	Mycetocola_A miduiensis	mycetocolaa_miduiensis	atb.assembly.r0.2.batch.122/SAMN05216219.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN25026410	Mycetocola_A sp024171565	mycetocolaa_sp024171565	atb.assembly.r0.2.batch.122/SAMN25026410.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN06296388	Mycetohabitans endofungorum	mycetohabitans_endofungorum	atb.assembly.r0.2.batch.122/SAMN06296388.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN29617538	Mycetohabitans rhizoxinica	mycetohabitans_rhizoxinica	atb.assembly.r0.2.batch.122/SAMN29617538.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00238694	Mycoavidus cysteinexigens	mycoavidus_cysteinexigens	atb.assembly.r0.2.batch.122/SAMD00238694.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00189823	Mycoavidus sp014218255	mycoavidus_sp014218255	atb.assembly.r0.2.batch.122/SAMD00189823.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA1969770	Mycobacterium abscessus	mycobacterium_abscessus	atb.assembly.r0.2.batch.327/SAMEA1969770.fa	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	a0405a497cc619bb147d79ef73ade16e	101.62
SAMEA2070547	Mycobacterium abscessus	mycobacterium_abscessus	atb.assembly.r0.2.batch.327/SAMEA2070547.fa	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	a0405a497cc619bb147d79ef73ade16e	101.62
SAMEA2266488	Mycobacterium abscessus	mycobacterium_abscessus	atb.assembly.r0.2.batch.327/SAMEA2266488.fa	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	a0405a497cc619bb147d79ef73ade16e	101.62
SAMEA4552282	Mycobacterium abscessus	mycobacterium_abscessus	atb.assembly.r0.2.batch.327/SAMEA4552282.fa	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	a0405a497cc619bb147d79ef73ade16e	101.62
SAMEA104200758	Mycobacterium abscessus	mycobacterium_abscessus	atb.assembly.r0.2.batch.327/SAMEA104200758.fa	atb.assembly.r0.2.batch.327.tar.xz	https://osf.io/download/6673fd562026e9027823da7f/	a0405a497cc619bb147d79ef73ade16e	101.62
SAMD00153167	Mycobacterium agri	mycobacterium_agri	atb.assembly.r0.2.batch.122/SAMD00153167.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153166	Mycobacterium aichiense	mycobacterium_aichiense	atb.assembly.r0.2.batch.122/SAMD00153166.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA8994381	Mycobacterium algericum	mycobacterium_algericum	atb.assembly.r0.2.batch.122/SAMEA8994381.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA12379819	Mycobacterium algericum	mycobacterium_algericum	atb.assembly.r0.2.batch.122/SAMEA12379819.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA12379808	Mycobacterium algericum	mycobacterium_algericum	atb.assembly.r0.2.batch.122/SAMEA12379808.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA12379805	Mycobacterium algericum	mycobacterium_algericum	atb.assembly.r0.2.batch.122/SAMEA12379805.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA12379817	Mycobacterium algericum	mycobacterium_algericum	atb.assembly.r0.2.batch.122/SAMEA12379817.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07658235	Mycobacterium algericum_A	mycobacterium_algericuma	atb.assembly.r0.2.batch.122/SAMN07658235.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07658888	Mycobacterium algericum_A	mycobacterium_algericuma	atb.assembly.r0.2.batch.122/SAMN07658888.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634198	Mycobacterium alsense	mycobacterium_alsense	atb.assembly.r0.2.batch.122/SAMN04634198.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153173	Mycobacterium alvei	mycobacterium_alvei	atb.assembly.r0.2.batch.122/SAMD00153173.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07660418	Mycobacterium angelicum	mycobacterium_angelicum	atb.assembly.r0.2.batch.122/SAMN07660418.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153216	Mycobacterium anyangense	mycobacterium_anyangense	atb.assembly.r0.2.batch.122/SAMD00153216.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153213	Mycobacterium arabiense	mycobacterium_arabiense	atb.assembly.r0.2.batch.122/SAMD00153213.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN05900958	Mycobacterium arosiense	mycobacterium_arosiense	atb.assembly.r0.2.batch.122/SAMN05900958.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07659399	Mycobacterium arosiense	mycobacterium_arosiense	atb.assembly.r0.2.batch.122/SAMN07659399.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07658550	Mycobacterium arosiense	mycobacterium_arosiense	atb.assembly.r0.2.batch.122/SAMN07658550.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN09758781	Mycobacterium arosiense_A	mycobacterium_arosiensea	atb.assembly.r0.2.batch.122/SAMN09758781.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN10449017	Mycobacterium arosiense_A	mycobacterium_arosiensea	atb.assembly.r0.2.batch.122/SAMN10449017.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07659856	Mycobacterium arupense	mycobacterium_arupense	atb.assembly.r0.2.batch.122/SAMN07659856.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN09758775	Mycobacterium arupense	mycobacterium_arupense	atb.assembly.r0.2.batch.122/SAMN09758775.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN12697711	Mycobacterium arupense	mycobacterium_arupense	atb.assembly.r0.2.batch.122/SAMN12697711.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN06578966	Mycobacterium arupense	mycobacterium_arupense	atb.assembly.r0.2.batch.122/SAMN06578966.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA5800050	Mycobacterium arupense	mycobacterium_arupense	atb.assembly.r0.2.batch.122/SAMEA5800050.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634199	Mycobacterium asiaticum	mycobacterium_asiaticum	atb.assembly.r0.2.batch.122/SAMN04634199.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN09758776	Mycobacterium asiaticum	mycobacterium_asiaticum	atb.assembly.r0.2.batch.122/SAMN09758776.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634167	Mycobacterium asiaticum_A	mycobacterium_asiaticuma	atb.assembly.r0.2.batch.122/SAMN04634167.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634169	Mycobacterium asiaticum_B	mycobacterium_asiaticumb	atb.assembly.r0.2.batch.122/SAMN04634169.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634168	Mycobacterium asiaticum_C	mycobacterium_asiaticumc	atb.assembly.r0.2.batch.122/SAMN04634168.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN04634183	Mycobacterium asiaticum_C	mycobacterium_asiaticumc	atb.assembly.r0.2.batch.122/SAMN04634183.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN16069825	Mycobacterium attenuatum	mycobacterium_attenuatum	atb.assembly.r0.2.batch.122/SAMN16069825.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07658708	Mycobacterium attenuatum	mycobacterium_attenuatum	atb.assembly.r0.2.batch.122/SAMN07658708.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07659019	Mycobacterium attenuatum	mycobacterium_attenuatum	atb.assembly.r0.2.batch.122/SAMN07659019.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN16069790	Mycobacterium attenuatum	mycobacterium_attenuatum	atb.assembly.r0.2.batch.122/SAMN16069790.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN07659854	Mycobacterium attenuatum	mycobacterium_attenuatum	atb.assembly.r0.2.batch.122/SAMN07659854.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153195	Mycobacterium aubagnense	mycobacterium_aubagnense	atb.assembly.r0.2.batch.122/SAMD00153195.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13707176	Mycobacterium aurum_A	mycobacterium_auruma	atb.assembly.r0.2.batch.122/SAMN13707176.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13707181	Mycobacterium aurum_A	mycobacterium_auruma	atb.assembly.r0.2.batch.122/SAMN13707181.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13707183	Mycobacterium aurum_A	mycobacterium_auruma	atb.assembly.r0.2.batch.122/SAMN13707183.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13707169	Mycobacterium aurum_A	mycobacterium_auruma	atb.assembly.r0.2.batch.122/SAMN13707169.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13707187	Mycobacterium aurum_A	mycobacterium_auruma	atb.assembly.r0.2.batch.122/SAMN13707187.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN19774911	Mycobacterium avium	mycobacterium_avium	atb.assembly.r0.2.batch.329/SAMN19774911.fa	atb.assembly.r0.2.batch.329.tar.xz	https://osf.io/download/6673fd55e02bac023fb21908/	9c932e8cce3f232f0c1c9d0f2b3b94a2	65.84
SAMEA1465954	Mycobacterium avium	mycobacterium_avium	atb.assembly.r0.2.batch.329/SAMEA1465954.fa	atb.assembly.r0.2.batch.329.tar.xz	https://osf.io/download/6673fd55e02bac023fb21908/	9c932e8cce3f232f0c1c9d0f2b3b94a2	65.84
SAMN17119590	Mycobacterium avium	mycobacterium_avium	atb.assembly.r0.2.batch.329/SAMN17119590.fa	atb.assembly.r0.2.batch.329.tar.xz	https://osf.io/download/6673fd55e02bac023fb21908/	9c932e8cce3f232f0c1c9d0f2b3b94a2	65.84
SAMN07659567	Mycobacterium avium	mycobacterium_avium	atb.assembly.r0.2.batch.329/SAMN07659567.fa	atb.assembly.r0.2.batch.329.tar.xz	https://osf.io/download/6673fd55e02bac023fb21908/	9c932e8cce3f232f0c1c9d0f2b3b94a2	65.84
SAMN28610624	Mycobacterium avium	mycobacterium_avium	atb.assembly.r0.2.batch.329/SAMN28610624.fa	atb.assembly.r0.2.batch.329.tar.xz	https://osf.io/download/6673fd55e02bac023fb21908/	9c932e8cce3f232f0c1c9d0f2b3b94a2	65.84
SAMEA104707085	Mycobacterium basiliense	mycobacterium_basiliense	atb.assembly.r0.2.batch.122/SAMEA104707085.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA104628736	Mycobacterium basiliense	mycobacterium_basiliense	atb.assembly.r0.2.batch.122/SAMEA104628736.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA104628734	Mycobacterium basiliense	mycobacterium_basiliense	atb.assembly.r0.2.batch.122/SAMEA104628734.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA104628735	Mycobacterium basiliense	mycobacterium_basiliense	atb.assembly.r0.2.batch.122/SAMEA104628735.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA104628737	Mycobacterium basiliense	mycobacterium_basiliense	atb.assembly.r0.2.batch.122/SAMEA104628737.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA7525471	Mycobacterium boenickei	mycobacterium_boenickei	atb.assembly.r0.2.batch.122/SAMEA7525471.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153197	Mycobacterium boenickei	mycobacterium_boenickei	atb.assembly.r0.2.batch.122/SAMD00153197.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMN13568206	Mycobacterium boenickei	mycobacterium_boenickei	atb.assembly.r0.2.batch.122/SAMN13568206.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA5609553	Mycobacterium boenickei	mycobacterium_boenickei	atb.assembly.r0.2.batch.122/SAMEA5609553.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153205	Mycobacterium botniense	mycobacterium_botniense	atb.assembly.r0.2.batch.122/SAMD00153205.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMD00153222	Mycobacterium bourgelatii	mycobacterium_bourgelatii	atb.assembly.r0.2.batch.122/SAMD00153222.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
SAMEA6359619	Mycobacterium bourgelatii	mycobacterium_bourgelatii	atb.assembly.r0.2.batch.122/SAMEA6359619.fa	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	576aae4ee6553d333924cc65153e8bea	334.68
